geonameid,name,asciiname,alternatenames,latitude,longitude,country_code,population,timezone,tz_offset_min,metro_tier,slug,bbox_wkt
1859730,Kawaguchi,Kawaguchi,"Kauaguchi,Kavaguchi,Kavagucis,Kavaguti,Kavagučis,Kavaquci,Kavaquçi,Kawaguchi,Kawaguti-chhi,Kawaguti-chhī,Kawagutsi,chuan kou,chuan kou shi,gawaguchi si,kawaghwtshy,kawaguchi,kawagwchy  saytama,kawagwchy  sayytama,kha wangu chi,Кавагути,Кавагучи,Каваґуті,Кауагучи,كاواغوتشي,کاواگوچی، سائیتاما,کاواگوچی، سایتاما,คะวะงุชิ,კავაგუტი,かわぐち,カワグチ,川口,川口市,가와구치 시",35.80521,139.71072,JP,607373,Asia/Tokyo,540,4,kawaguchi-jp,
13118225,Bukit Rahman Putra,Bukit Rahman Putra,,3.21727,101.5608,MY,607000,Asia/Kuala_Lumpur,480,4,bukit-rahman-putra-my,
1642858,Jambi City,Jambi City,"DJB,Djambi,Dzhambi,Jambi,Jambi City,Sriindrapura,Telanaipura,jamby,Джамби,جامبي",-1.6,103.61667,ID,606200,Asia/Jakarta,420,4,jambi-city-id,
106281,Ha'il,Ha'il,"HAS,Ha'il,Hael,Hajel,Hayil,hayl,حائل,Ḥâjel",27.52188,41.69073,SA,605930,Asia/Riyadh,180,4,hail-sa,
1276032,Bhavnagar,Bhavnagar,"BHU,Baunagar,Bharnagar,Bhaunagar,Bhavnagar,Bhunagar,Bhāvnagar,Bkhavnagarom,ba fu na jia er,babeunagaleu,bavunagaru,bawngr,bhavanagara,bhav‌nagar,bھawngr,pavanakar,Бхавнагаром,باونگر,بھاونگر,भावनगर,ભાવનગર,பவநகர்,భావ్‌నగర్,バーヴナガル,巴夫那加尔,바브나가르",21.76287,72.15331,IN,605882,Asia/Kolkata,330,4,bhavnagar-in,
1020098,Benoni,Benoni,"Behnoni,Benoni,beneani,benoni,bo nuo ni,bynwny,Бенони,Беноні,Бэноні,Բենոնի,באנוני,بينونى,بينوني,بینونی، گاؤٹینگ,बेनोनी,ബെനോനി,ベノーニ,伯諾尼,伯诺尼",-26.18848,28.32078,ZA,605344,Africa/Johannesburg,120,4,benoni-za,
2013348,Vladivostok,Vladivostok,"Bladibostok,Uladzivastok,VVO,Vladivostok,Vladivostoka,Vladivostokas,Vladivostokium,Vlagyivosztok,Wladiwostok,Wladywostok,Władywostok,beulladiboseutokeu,fladyfwstwk,hai can wai,hai can wei,urajiosutoku,vilativostok,vladivastak,vladivostoka,w la di wx s txkh,wladywstwk,wldywwstwq,Βλαδιβοστόκ,Владивосток,Уладзівасток,Վլադիվոստոկ,וולאדיוואסטאק,ולדיווסטוק,فلاديفوستوك,ولادیوستوک,ولادی‌وؤستؤک,ولادی‌وستوک,ولاڈیووسٹوک,व्लादिवोस्तॉक,व्लादिवोस्तोक,விலாடிவொஸ்டொக்,ವ್ಲಾಡಿವಾಸ್ಟಾಕ್,วลาดีวอสตอค,ვლადივოსტოკი,ウラジオストク,海参崴,海參崴,블라디보스토크",43.10562,131.87353,RU,604901,Asia/Vladivostok,600,4,vladivostok-ru,
1273874,Kochi,Kochi,"British Cochin,COK,Cochim,Cochin,Cochín,Ernakulam,Fort Cochin,Kochi,Kochin,Koczin,Kuchi Bandar,ke zhi,keacci,kocci,kochi,koci,qwzy,Кочин,קוצי,कोच्चि,কোচি,கொச்சி,കൊച്ചി,コーチ,柯枝",9.93988,76.26022,IN,604696,Asia/Kolkata,330,4,kochi-in,
2036427,Jinzhou,Jinzhou,"Cam Chau,Chien-hsien,Chin,Chin-chou,Chin-chou-shih,Chin-hsien,Chinchow,Czin'chzhou,Cẩm Châu,Dzindzou,Dzindžou,Ging-ciu,Gjingou,Gīng-ciŭ,JNZ,Jintsjou,Jinzhou,Kim-chiu-chhi,Kinchou,Kintschou,Kím-chiu-chhī,Tin-cou,dzinjou,jin zhou,jin zhou shi,jinjeou si,jnzhww,jynjw,Ĝjinĝou,Ťin-čou,Ђинџоу,Цзиньчжоу,Цзіньчжоу,جنژوو,جینجو,ძინჯოუ,錦州,錦州市,锦州市,진저우 시",41.10778,121.14167,CN,604269,Asia/Shanghai,480,4,jinzhou-cn,
3515001,Tuxtla,Tuxtla,"Gutierrez,TGZ,Tochtlan Gutierrez,Tochtlan Gutiérrez,Touxtla Nkoutierres,Tukstla Gutijerez,Tustla Gutieres,Tustla Gutjeresas,Tustla-Gut'erres,Tuxtla,Tuxtla Gtz,Tuxtla Gtz.,Tuxtla Gutierres,Tuxtla Gutierrez,Tuxtla Gutiérrez,tu si te la gu tie lei si,tugseuteullagutieleseu,tus tla ku ti xerres,twksla gwtyrs. chyapas,twkstla ghwtyryz,twstla gywtyrs,twstlh gwtyyrs,Τούξτλα Γκουτιέρρες,Тукстла Гутијерез,Тустла Гутиерес,Тустла-Гутьеррес,Тустла-Ґутьєррес,טוסטלה גוטיירס,توستلا گیوتیرس,توكستلا غوتيريز,توکسلا گوتیرس٬ چیاپاس,ตุซตลากูตีเอร์เรซ,ტუსტლა-გუტიერესი,トゥストラ・グティエレス,图斯特拉古铁雷斯,툭스틀라구티에레스",16.75973,-93.11308,MX,604147,America/Mexico_City,-360,4,tuxtla-mx,
703845,Kryvyy Rih,Kryvyy Rih,"KWG,Krivi Rih,Krivi Rog,Krivii Rih,Krivij Rig,Krivij Rih,Krivijriha,Kriviy Rig,Krivoj Rog,Krivoj rog,Krivoy Rog,Krivoy Roq,Krivyj Rig,Kriví Rih,Krovoi Rig,Kruevuey Rih,Kryvy Rig,Kryvy Rih,Kryvy Rog,Kryvyi Rih,Kryvyj Rih,Kryvyj Rihas,Kryvyï Rih,Krywyj Rih,Krzywy Rog,Krzywy Róg,Krîvîi Rih,Krõvõi Rig,Krüvüy Rih,Krıvıy Rig,ke lei wei li ge,ke li wo luo ge,keulibiliheu,kh ri wi rikh,kryfy ryh,kryfyy ryh,qryby ryh,Криви Рог,Кривий Риҕ,Кривий Ріг,Кривой Рог,Кривой рог,Кривый Ріг,Крывы Рог,Կրիվոյ Ռոգ,קריבי ריה,كريفي ريه,کریفیی ریه,ครีวีริค,კრივოი-როგი,クルィヴィーイ・リーフ,克里沃罗格,克雷維里格,克雷维里格,크리비리흐",47.90572,33.39404,UA,603904,Europe/Kyiv,180,4,kryvyy-rih-ua,
1278718,Amrāvati,Amravati,"Amravati,amaravati,अमरावती",20.93333,77.75,IN,603837,Asia/Kolkata,330,4,amravati-in,
1796663,Sanming,Sanming,"SQJ,Sam-beng-chhi,Sam-bêng-chhī,Sam-min-su,San'min,San-ming,San-ming-hsien,San-ming-shih,San-yuan,San-yuan-hsien,San-yüan,San-yüan-hsien,Sang-ming,Sanming,Senming shehiri,Sâm-mìn-sṳ,Săng-mìng,Tam Minh,san ming,san ming shi,sanmng,sanmyng,ssanming si,Санминг,Саньмин,سانمنگ,سانمینگ,三明,三明市,싼밍 시",26.24861,117.61861,CN,602166,Asia/Shanghai,480,4,sanming-cn,
1176615,Islamabad,Islamabad,"ISB,Islamabad,Islamabada,Islamabadas,Islamabade,Islamabadi,Islamabado,Islamahbad,Islamampant,Islàmabad,Islámábád,Islāmābād,Islāmābāda,Iszlamabad,Iszlámábád,aslam abad,isalamabada,iseullamabadeu,islamabad,islamabada,islamabadi,islamapat,isuramabado,xislamabad,yi si lan bao,yyslamabad,yyslamyabad,Îslamabad,İslamabad,Ισλαμαμπάντ,Ісламабад,Исламабад,Իսլամաբադ,איסלאמאבאד,איסלמבאד,إسلام آباد,ئىسلامئاباد,ئیسلاماباد,اسلام آباد,اسلام اباد,اسلام‌آباد,އިސްލާމްއާބާދު,इस्लामाबाद,ইসলামাবাদ,ਇਸਲਾਮਾਬਾਦ,ઇસ્લામાબાદ,ଇସଲାମାବାଦ,இஸ்லாமாபாத்,ಇಸ್ಲಾಮಾಬಾದ್,ഇസ്ലാമബാദ്,อิสลามาบัด,ཨི་སི་ལམ་བོ།,ისლამაბადი,ኢስላማባድ,イスラマバード,伊斯兰堡,伊斯蘭堡,이슬라마바드",33.72148,73.04329,PK,601600,Asia/Karachi,300,4,islamabad-pk,
1257416,Sāngli,Sangli,"Sangla,Sangli,Sāngli,Turmeric city",16.85438,74.56417,IN,601214,Asia/Kolkata,330,4,sangli-in,
1269317,Jamnagar,Jamnagar,"Camnaqar,Dzamnagar,Dzamnagara,Dzamnagaras,Dzhamnagar,Dzhamnagarom,Dzsamnagar,Dzsámnagar,Džamnagaras,Džámnagar,Džāmnagara,Gamnagar,JGA,Jamnagar,Jamnogar,Jāmnagar,Navanagar,Navangar,Nawanagar,Nowanagar,Nowanuggur,Tzamnankar,cham nkhr,gu mu ne ge er,jam ngr,jam njr,jamanagara,jamanagara jilla,jamanagaram,jamnagaleu,jamnagar,jamnagari,jamnakar,jamngr,jamunagaru,jmngr,Ĝamnagar,Τζαμναγκάρ,Џамнагар,Джамнагар,Джамнагаром,ג'מנגאר,جام نجر,جام نگر,جامنگر,جام‌نقر,جام‌نگر,جمنگر,ڄام نگر,जामनगर,जामनगरम्,জামনগর,જામનગર,ଜାମନଗର ଜିଲ୍ଲା,ஜாம்நகர்,జామ్నగర్,ಜಾಮ್ನಗರ್,ජම්නගර්,ชัมนคร,ჯამნაგარი,ᱡᱟᱢᱱᱚᱜᱚᱨ,ジャームナガル,賈姆訥格爾,贾姆讷格尔,잠나가르",22.47292,70.06673,IN,600943,Asia/Kolkata,330,4,jamnagar-in,
3347762,Lubango,Lubango,"Lubangas,Lubango,SDD,Sa da Bandeira,Sá da Bandeira,lu ban ge,lubang-gu,lwbanghw,lwbngw  angwla,rubango,Лубанго,لوبانغو,لوبنگو، آنگولا,ルバンゴ,盧班戈,루방구",-14.91717,13.4925,AO,600751,Africa/Luanda,60,4,lubango-ao,
5263045,Milwaukee,Milwaukee,"Juneautown,Kilbourntown,MKE,Mahn-a-wau-kee Seepe,Mahn-a-wauk-ee See-pe,Mahn-a-waukee Seepe,Mahn-a-waukie,Mahn-ah-wauk Seepe,Mahnawauk,Man-a-wau-kee,Man-a-wauk-ee,Man-na-wah-kie,Mana'wa,Manawaki,Manawaukee,Manayaukee,Maunahwauke,Mee-lee-waug-ee,Meliki,Melleoki,Melwarik,Meneawkee,Meolaki,Mil-wah-kie,Milgouoki,Milioke,Millewacki,Millicki,Milo-aki,Milouagui,Milouakik,Milowages,Miluoki,Miluokʻi,Milvauchia,Milvoki,Milvokio,Milvokis,Milwacky,Milwahkie,Milwalka,Milwalky,Milwarck,Milwarik,Milwaucki,Milwaukee,Milwaukie,Minewaki,Miniaki,Minnawack,Winnipesaukee,mi er wo ji,mil wxki,mil-woki,mila'oyaki,milavoki,miluokʼi,milvaki,milvakki,milvauki,miruuoki,mlwaky,mylwaky,mylwaky  wyskansyn,mylwwqy,Μιλγουόκι,Милвоки,Милуоки,Мілуокі,Միլուոքի,מילוואקי,מילווקי,ملواکی,ميلواكي,میلواکی، ویسکانسین,मिलवॉकी,मिल्वौकी,মিলওয়াকি,மில்வாக்கி,మిల్వాకీ,ಮಿಲ್ವಾಕೀ,มิลวอกี,მილუოკი,ミルウォーキー,密尔沃基,密爾沃基,밀워키",43.0389,-87.90647,US,600155,America/Chicago,-300,4,milwaukee-us,
2034786,Shuangyashan,Shuangyashan,"Chien-shan,Seng-ak-sang,Shuang-ya-shan-shih,Shuangjashan,Shuangyashan,Shuanujashan',Siang-ah-san-chhi,Siang-ah-san-chhī,Song Ap Son,Song Áp Sơn,Suang-ja-san,Sĕ̤ng-ák-săng,shuang ya shan,shuang ya shan shi,shwangyashan,swang-yasan si,Šuang-ja-šan,Шуангјашан,Шуанъяшань,شوانگیاشان,双鴨山市,双鸭山,双鸭山市,雙鴨山,솽야산 시",46.67686,131.13273,CN,600000,Asia/Shanghai,480,4,shuangyashan-cn,
6173331,Vancouver,Vancouver,"Ban'kouber,Fankuver,Fankûver,Vancouver,Vancover,Vancuverium,Vancôver,Vanguve,Vangúve,Vankuver,Vankuvera,Vankuveris,Vankuvero,Vankuvur,Vankūvera,Venkuver,Venkûver,Wankuwer,Wankuwér,YVR,baenkubeo,bankuba,bankuba shi,bhyanakubhara,fankwfr,vainakuvara,vainkuvara,vankuvar,vhamkuvhara,wen ge hua,wnkwwr,wnkwwr  brytysh klmbya,wnqwbr,wynkwwr,Βανκούβερ,Ванкувер,Ванкувър,Վանկուվեր,ונקובר,فانكوفر,ونکوور,ونکوور، بریتیش کلمبیا,وینکوور,वैंकूवर,व्हँकूव्हर,ভ্যানকুভার,ਵੈਨਕੂਵਰ,வான்கூவர்,แวนคูเวอร์,ཝན་ཁུ་ཝེར།,ဗန်ကူးဗားမြို့,ვანკუვერი,ቫንኩቨር,バンクーバー,バンクーバー市,溫哥華,밴쿠버",49.24966,-123.11934,CA,600000,America/Vancouver,-420,4,vancouver-ca,
2747891,Rotterdam,Rotterdam,"RTM,Ratehrdam,Roterdam,Roterdama,Roterdamas,Roterdami,Roterdamo,Roterdan,Roterdao,Roterdão,Roterntam,Roterodamum,Rotterdam,Rottérdam,Róterdam,Róterdan,loteleudam,lu te dan,rattartem,rotaradema,rotterudamu,rtrdam,rwtrdam,rwtrdm,rxt the xr dam,Ρότερνταμ,Ратэрдам,Ротердам,Роттердам,ראטערדאם,רוטרדם,راٹرڈیم,رتردام,روتردام,ܪܘܛܪܕܐܡ,रॉटरडॅम,ராட்டர்டேம்,รอตเทอร์ดาม,ရော်တာဒမ်မြို့,როტერდამი,ロッテルダム,鹿特丹,로테르담",51.9225,4.47917,NL,598199,Europe/Amsterdam,120,4,rotterdam-nl,
64021,Borama,Borama,"BXX,Boorama,Borama,Boramo,Borime,bo la ma,bolama,borama,bwrama,bwrama‎,bwrmt,Борама,بوراما,بوراما‎,بورمة,ბორამა,ボラマ,博拉马,보라마",9.93611,43.18278,SO,597842,Africa/Mogadishu,180,4,borama-so,
7696679,Pallabi,Pallabi,,23.825,90.37,BD,597574,Asia/Dhaka,360,4,pallabi-bd,
2887933,Kleinzschocher,Kleinzschocher,Kleinzschocher,51.31568,12.31979,DE,597493,Europe/Berlin,120,4,kleinzschocher-de,
2914796,Großzschocher,Grosszschocher,"Gross-Zschocher-Windorf,Grosszschocher,Groß-Zschocher-Windorf,Großzschocher",51.30147,12.32322,DE,597493,Europe/Berlin,120,4,grosszschocher-de,
1802204,Luancheng,Luancheng,"LCT,Luan'chen,Luan-ch'eng-ch'eng-kuan,Luan-ch'eng-hsien,Luan-ch’eng-ch’eng-kuan,Luan-ch’eng-hsien,Luancheng,Luan’chen,Lwanchenghsien,luan cheng,栾城",37.88452,114.64629,CN,597130,Asia/Shanghai,480,4,luancheng-cn,
532096,Makhachkala,Makhachkala,"Anzhi,GIjanzhi-Kuala,MCX,Machackala,Machaczkala,Machaczkała,Machatjkala,Machatsch-Kala,Machatschkala,Machatsjkala,Machačkala,Mag'achkuala,Mahackala,Mahackalao,Mahacqala,Mahatskala,Mahatškala,Mahaçqala,Mahačkala,Mahhatskala,Mahhatškala,MakhIachkhuala,Makhachkala,Makhatchkala,Makhatsjkala,Makhatxkala,Makhatxkalà,Maĥaĉkalao,Petrovsk,Petrovsk-Port,mahachikalla,mahachikara,mhzqlh,Анжи,ГIянжи-Къала,Магьачкъала,МахIачхъала,МахІачхъала,Махачкала,מחצקלה,マハチカラ,마하치칼라",42.97638,47.50236,RU,596356,Europe/Moscow,180,4,makhachkala-ru,
1846898,Anyang-si,Anyang-si,"Anyang,Anyang-si,an-yang,an-yangsi,안양,안양시",37.3925,126.92694,KR,595644,Asia/Seoul,540,4,anyang-si-kr,
3348313,Huambo,Huambo,"Huambas,Huambo,Huamdo,Khuambo,NOV,Nova Lisboa,Uambo,hu'ambo,hwambw  angwla,uambu,uanbo,wambu,wan bo,Вилояти Ҳвамбо,Уамбо,Хуамбо,הואמבו,هوامبو، آنگولا,ہوامبو,ਹੁਆਂਬੋ,วัมบู,ウアンボ,万博,우암부",-12.77611,15.73917,AO,595304,Africa/Luanda,60,4,huambo-ao,
1860827,Kagoshima,Kagoshima,"KOJ,Kagoshima,Kagoshima-shi,Kagoshimashi,Kagosima,Kagošima,gagosima si,kaghwshyma,kagoshima,kagoshimashi,lu er dao,lu er dao shi,lu r dao shi,Кагошима,كاغوشيما,かごしま,かごしまし,カゴシマ,カゴシマシ,鹿儿岛市,鹿児島,鹿児島市,가고시마 시",31.56667,130.55,JP,595049,Asia/Tokyo,540,4,kagoshima-jp,
118743,Rasht,Rasht,"RAS,Raixt,Rascht,Rasht,Rasjt,Rast,Rasto,Raszt,Raŝto,Rašt,Reshh,Resht,Rest,Restas,Reşt,Reštas,Rəşt,la shen te,lasyuteu,rashuto,rasta,reshti,rsht,Рашт,Решт,Рещ,Рәшт,Ռեշտ,ראשת,رشت,ڕەشت,रश्त,แรชต์,რეშთი,ラシュト,拉什特,라슈트",37.27611,49.58862,IR,594590,Asia/Tehran,210,4,rasht-ir,
5907364,Brampton,Brampton,"Brampton,Bramptonas,Bramptono,Bramptun,XPN,baraimpatana,beulaemteon,braimpatana,brambtwn,bramptan,bramtana,bremptana,brmptwn  antaryw,bu lan pu dun,buranputon,piramptan,Брамптон,Брамптън,برامبتون,برامپٹن، انٹاریو,برمپتون، انتاریو,بریمپٹن,ब्राम्टन,ब्रैंपटन,ਬਰੈਂਪਟਨ,બ્રેમ્પ્ટન,பிராம்ப்டன்,బ్రాంప్టన్,ബ്രംപ്ടൺ,බ්‍රැම්ටන්,ブランプトン,布兰普顿,브램턴",43.68341,-79.76633,CA,593638,America/Toronto,-240,4,brampton-ca,
3430863,Mar del Plata,Mar del Plata,"MDQ,Mar Del Plat,Mar de Plata,Mar del Plata,Mar ntel Plata,Mar-dehl'-Plata,Mar-del'-Plata,Mar-del'-Platae,Mar-del-Plata,Mar-del-plata,ma de pu la ta,maleudelpeullata,mar del pla ta,mar dl plata,mara dela plata,maryh dyl blata,Μαρ ντελ Πλάτα,Мар дел Плата,Мар-дель-Платæ,Мар-дель-Плата,Мар-дэль-Плата,Մար-դել-Պլատա,מאר דל פלאטה,مار دل پلاتا,ماريه ديل بلاتا,মার ডেল প্লাটা,มาร์เดลปลาตา,მარ-დელ-პლატა,マル・デル・プラタ,马德普拉塔,마르델플라타",-38.00042,-57.5562,AR,593337,America/Argentina/Buenos_Aires,-180,4,mar-del-plata-ar,
2928810,Essen,Essen,"Asnithi,Assindia,ESS,Ehsehn,Ehssen,Esen,Esenas,Esene,Eseno,Esse,Essen,ai sen,aisana,asn,aysn,aysyn,ecan,esen,esena,eseni,essen,xes sein,Ésén,Έσσεν,Есен,Ессен,Эссен,Эсэн,Էսսեն,אסן,أسن,إسن,إيسن,اسن,ايسن,ایسن,ایسین,एसेन,এসেন,ਐੱਸਨ,எசன்,เอสเซิน,ესენი,エッセン,埃森,에센",51.45657,7.01228,DE,593085,Europe/Berlin,120,4,essen-de,
360829,Al Maḩallah al Kubrá,Al Mahallah al Kubra,"Al Mahallah al Kubra,Al Maḩallah al Kubrá,Al-Mahallah al-Kubra',Al-Maḥallah al-Kubra’,El Mahalla,El Mahalla el Kubra,El Mehalla el Kubra,El-Mahalla el-Kubra,El-Maḥalla el-Kubra,Mahalla el Kubra,Mehalla el Kobra,almhlt alkbry,المحلة الكبرى",30.97063,31.1669,EG,592573,Africa/Cairo,180,4,al-mahallah-al-kubra-eg,
1165221,Shekhupura,Shekhupura,"Qila Sheikhupura,Sekhupura,Sheikhu Pura,Sheikhupura,Sheikkhupura,Shekhupura,Shekkhupura,ceykkuppura,sekhupura,shykhwpwra,shykhwpwrh,shykhwpwrh  pakstan,xie hu bu er,Śekhupura,Шеикхупура,Шекхупура,شيخوپوره,شیخوپورا,شیخوپوره، پاکستان,شیخوپورہ,ਸ਼ੇਖ਼ੂਪੁਰਾ,சேய்க்குப்புரா,謝胡布爾",31.71287,73.98556,PK,591424,Asia/Karachi,300,4,shekhupura-pk,
2033370,Yingkou,Yingkou,"Eiko,Inkou,Newchwang,Niu-chuang,YDD,YKH,Ying-k'ou-hsien,Ying-k'ou-shih,Ying-k’ou-hsien,Ying-k’ou-shih,Yingkou,Yingkou Shi,Yingkow,ingkeou si,ying kou,ying kou shi,Инкоу,営口,営口市,營口,营口,营口市,잉커우 시",40.66472,122.23176,CN,591159,Asia/Shanghai,480,4,yingkou-cn,
1646448,Cimahi,Cimahi,"Chimahi,Cimahi,Cimahi kutha,Kota Cimahi,Tjimahi,Tjimaki",-6.87222,107.5425,ID,590782,Asia/Jakarta,420,4,cimahi-id,
1707174,Las Piñas,Las Pinas,"City of Las Pinas,City of Las Piñas,Las Pinas,Las Piñas",14.45056,120.98278,PH,590000,Asia/Manila,480,4,las-pinas-ph,
1785018,Zhangzhou,Zhangzhou,"Cang-cou,Chang-chou,Chang-chou-shih,Changchow,Changchowfu,Chiang-chiu-chhi,Chiang-chiu-chhī,Chong-chu-su,Chuong Chau,Chzhanchzhou,Chông-chû-sṳ,Chương Châu,Ciong-ciu,Ciŏng-ciŭ,Dzangdzou,Dzhandzhou,Gangou,Jyangju shehiri,Lung-ch'i,Lung-ch'i-hsien-ch'eng,Lung-ch’i,Lung-ch’i-hsien-ch’eng,Lungki,Lunki,Zhangtsjou,Zhangzhou,jangjaw,jangjeou si,shou zhou shi,zhang zhou,zhang zhou shi,zhangzhw,Čang-čou,Ĝanĝou,Џангџоу,Джанджоу,Чжанчжоу,جانگجاو,ژانگژو,ショウ州市,漳州,漳州市,장저우 시",24.51333,117.65556,CN,589831,Asia/Shanghai,480,4,zhangzhou-cn,
3520339,Reynosa,Reynosa,"REX,Reinosa,Rejnosa,Reynosa,lei nuo sa,leinosa,reinosa,rynwsa tamaywlypas,ryynwsa,ryynwsh,Рейноса,Рејноса,ריינוסה,ریئنوسا,رینوسا تامائولیپاس,რეინოსა,レイノサ,雷諾薩,레이노사",26.08061,-98.28835,MX,589466,America/Matamoros,-300,4,reynosa-mx,
12382296,Thuận An,Thuan An,,10.9239,106.71428,VN,588616,Asia/Ho_Chi_Minh,420,4,thuan-an-vn,
2935517,Dortmund,Dortmund,"DTM,Dortmund,Dortmundas,Dortmunde,Dortmundi,Dortmundo,Dueoerpm,Düörpm,Ntortmount,Throtmenni,Tremonia,d xr thmund,doleuteumunteu,dortamunda,dorutomunto,duo te meng de,dwrtmwnd,Ντόρτμουντ,Дортмунд,דורטמונד,دورتموند,دۆرتمۆند,ڈارٹمنڈ,डॉर्टमुंड,ดอร์ทมุนด์,დორტმუნდი,ドルトムント,多特蒙德,도르트문트",51.51494,7.466,DE,588462,Europe/Berlin,120,4,dortmund-de,
3458449,Londrina,Londrina,"LDB,Londrina,londeulina,londrina,long de li na,lwndryna,rondorina,Лондрина,لوندرينا,لوندرینا,লোন্ড্রিনা,ロンドリーナ,隆德里納,론드리나",-23.31028,-51.16278,BR,588125,America/Sao_Paulo,-180,4,londrina-br,
1861321,Itabashi,Itabashi,"Itabashi,Itabashicho,Itabashichō,Itabashimachi,ban qiao,itabashi,いたばし,イタバシ,板橋",35.74893,139.71497,JP,584483,Asia/Tokyo,540,4,itabashi-jp,
3489297,New Kingston,New Kingston,,18.00747,-76.78319,JM,583958,America/Jamaica,-300,4,new-kingston-jm,
1732747,Pelentong,Pelentong,"Kangkar Plintong,Pelentong,Pelentung,Plentong,Plintong",1.5243,103.824,MY,583640,Asia/Kuala_Lumpur,480,4,pelentong-my,
3688465,Bucaramanga,Bucaramanga,"BGA,Bucaramanga,Bucaramango,Bukaramanga,bu ka la man jia,bukalamang-ga,bukaramanga,bwkaramanga,Букараманга,Букараманґа,بوکارامانگا,ბუკარამანგა,ブカラマンガ,布卡拉曼加,부카라망가",7.12539,-73.1198,CO,581130,America/Bogota,-300,4,bucaramanga-co,
3176219,Genoa,Genoa,"Cenova,Dzenova,Dženova,GOA,Genes,Genoa,Genova,Genovo,Genua,Genuja,Genès,Genúa,Gènova,Génova,Gênes,Janov,Xenova - Genova,Xénova,Zena,genua,jeno'a,jenoba,jenovua,jnwa,jnwt,re na ya,Ĝenovo,Ђенова,Генуа,Генуя,גנואה,جنوا,جنوة,जेनोआ,გენუა,ジェノヴァ,热那亚,제노바",44.40478,8.94439,IT,580097,Europe/Rome,120,4,genoa-it,
1273780,Cuttack,Cuttack,"Katak,Kataka,Kattak,Kattake,katak,kataka,katakam,katakku,katk,kattak,ke ta ke,kutakeu,kuttaka,Катак,Каттак,Каттаке,کاتک,کوٹاک,کٹک,کټاک,कटक,कटकम्,কটক,কুত্তক,ਕਟਕ,કટક,କଟକ,கட்டக்,కటక్,കട്ടക്,カタック,克塔克,쿠타크",20.46497,85.87927,IN,580000,Asia/Kolkata,330,4,cuttack-in,
1863440,Hachiōji,Hachioji,"Hachioji,Hachiouji,Hachiōji,Haciodzis,Haciogi,Hatiozi,Hatiozi-chhi,Hatiôzi,Hatiôzi-chhī,Haĉioĝi,Hačiodžis,Khachiodzhi,Khachiodzi,Khatiodzi,ba wang zi,ba wang zi shi,ha chi xo ci,hachioji si,hatshywwjy,Хатиодзи,Хатіодзі,Хачиоджи,Хачиоџи,Ҳачиоҷи,هاتشيؤوجي,هاچی‌اوجی، توکیو,ہاچیوجی، ٹوکیو,ฮะชิโอจิ,八王子,八王子市,하치오지 시",35.65583,139.32389,JP,579355,Asia/Tokyo,540,4,hachioji-jp,
1734759,Malacca,Malacca,"Bandaraya Melaka,MKZ,Malaca,Malacca,Malacca Town,Malaka,Malakka,Melaka,ma liu jia,marakka,Малакка,マラッカ,马六甲",2.196,102.2405,MY,579000,Asia/Kuala_Lumpur,480,4,malacca-my,
2514256,Málaga,Malaga,"AGP,Malaca,Malaga,Malagae,Malago,Malaqa,Màlaga,Málaga,ma la jia,maalqat,malaga,malagha,malaja,malaka,malga,malka,mallaga,malqt,maraga,mlqt,Μάλαγα,Малагæ,Малага,Մալագա,מאלגה,מלאגה,مالاجا,مالاغا,مالاگا,مالقة,مالكا,مالگا,ملقة,مَاَلقَة,مەلەگا,मलागा,மாலாகா,มาลากา,მალაგა,マラガ,馬拉加,马拉加,말라가",36.72016,-4.42034,ES,578460,Europe/Madrid,120,4,malaga-es,
2056752,Khabarovsk Vtoroy,Khabarovsk Vtoroy,"Khabarovsk 2-j,Khabarovsk 2-y,Khabarovsk Vtoroj,Khabarovsk Vtoroy,Хабаровск 2-й,Хабаровск Второй",48.43787,135.12994,RU,578303,Asia/Vladivostok,600,4,khabarovsk-vtoroy-ru,
128234,Kerman,Kerman,"Carmana,Dakbayan sa Kerman,Dakbayan sa Kermān,KER,Kerman,Kermanas,Kermano,Kermon,Kermán,Kermān,Kirman,Kirmon,karmana,ke er man,keleuman,kermani,keruman,krman,Керман,Кирмон,Կերման,כרמאן,كرمان,کرمان,कर्मान,ქერმანი,ケルマーン,克尔曼,케르만",30.28321,57.07879,IR,577514,Asia/Tehran,210,4,kerman-ir,
121801,Orūmīyeh,Orumiyeh,"OMH,Orumieh,Orumiyeh,Orūmīyeh,Ourmia,Reza'iyeh,Rezaeyeh,Rezaiyye,Rezâiyye,Rezā’īyeh,Rizaiyeh,Rizāiyeh,Urmia,Urmija,Urmiya,Urmiye,Urmía,Urumija,Urumiyeh,Urūmiyeh,arwmyh,arwmyt,shhrstan arwmyh,Úrmia,Ûrmiye,Урмия,Урумия,אורמיה,أرومية,ارومیه,ارومیّه,شهرستان ارومیه,ܐܘܪܡܝܐ",37.55274,45.07605,IR,577307,Asia/Tehran,210,4,orumiyeh-ir,
7627067,Bahçelievler,Bahcelievler,,41.00231,28.8598,TR,576799,Europe/Istanbul,180,4,bahcelievler-tr,
347497,Tanta,Tanta,"Tanda,Tanta,Tantā,tnta,tnth,Ţanţā,Танта,טנטא,טנטה,طنطا,Ṭanṭa,Ṭanṭā",30.78847,31.00192,EG,576648,Africa/Cairo,180,4,tanta-eg,
